#                 x                   p                 rho                 U_x                 U_y                 U_z
     0.119086390782       4361426.08786       4.23680213089       309.574600858   -0.00171415297647   4.94044255154e-14
     0.119907669339       4357514.17244       4.23363349694       312.631273747   -0.00171415297645    4.9604896398e-14
     0.120728947896       4353372.95141       4.23027980297         315.8152484   -0.00180724896385   5.08243605583e-14
     0.121550226453       4349139.90087       4.22685201667       319.050199959   -0.00180724896382   5.10365237886e-14
      0.12237150501       4344809.54232       4.22334564217       322.337747047   -0.00190581708967   6.53818691546e-14
     0.123192783567       4340223.49825       4.21963272168       325.763485195   -0.00190581708964   6.56065450604e-14
     0.124014062124       4335637.45418       4.21591980119       329.189223343   -0.00190581708961   6.58312209662e-14
     0.124835340681        4330725.7154       4.21194364443       332.786333089   -0.00201046557028    7.5701116858e-14
     0.125656619238       4325750.68006       4.20791634533       336.416744387   -0.00201046557025   7.59392161848e-14
     0.126477897796       4320604.23131       4.20375039267       340.134971269   -0.00212161640003   7.73491431585e-14
     0.127299176353       4315199.47851       4.19937546784       343.985521127       -0.0021216164   7.76016802001e-14
      0.12812045491       4309794.72572         4.195000543       347.836070984   -0.00212161639996   7.78542172416e-14
     0.128941733467       4303932.75114        4.1902554662       351.914669649   -0.00224000004173   7.95930239214e-14
     0.129763012024       4298051.97998       4.18549518632       356.002640025    -0.0022400000417   7.98611321093e-14
     0.130584290581       4291895.12497       4.18051119578       360.224699448   -0.00236615350567   8.21691202801e-14
     0.131405569138       4285485.58946       4.17532243161       364.569474958   -0.00236615350563   8.24540709479e-14
     0.132226847695       4279026.71444       4.17009363567       368.937588811   -0.00250096056849   8.50481405219e-14
     0.133048126253       4272028.01507       4.16442701392       373.561000252   -0.00250096056845   8.53513654352e-14
      0.13386940481       4265029.31569       4.15876039217       378.184411692   -0.00250096056841   8.56545903486e-14
     0.134690683367       4257605.62992       4.15274870919       383.003584556   -0.00264510526749   8.09652159324e-14
     0.135511961924       4249948.40631       4.14654738662        387.93032567   -0.00264510526745   8.12883346222e-14
     0.136333240481       4242138.30692       4.14022178244       392.925661695   -0.00279965779749   8.35758149799e-14
     0.137154519038       4233742.46825       4.13342006294        398.18379391   -0.00279965779745   8.39206678458e-14
     0.137975797595       4225346.62957       4.12661834344       403.441926125    -0.0027996577974   8.42655207116e-14
     0.138797076152       4216311.75874       4.11929653656        408.97939688   -0.00296547700662   8.66641176134e-14
     0.139618354709       4207084.48845       4.11181812302       414.600964283   -0.00296547700658   8.70328062561e-14
     0.140439633267       4197546.94883       4.10408682506       420.354689078   -0.00314383580165   9.72937916561e-14
     0.141260911824       4187380.05684         4.095842616       426.376464917    -0.0031438358016    9.7688727837e-14
     0.142082190381       4177213.16485       4.08759840695       432.398240756   -0.00314383580155   9.80836640179e-14
     0.142903468938       4166095.35695       4.07857804496       438.814757267   -0.00333575519114   1.01102962881e-13
     0.143724747495       4154862.20333         4.069463519       445.279148712   -0.00333575519108   1.01526927861e-13
     0.144546026052       4143077.96498       4.05989839128       451.966520103   -0.00354264220436   9.67442111278e-14
