#                 y                   p                 rho                 U_x                 U_y                 U_z
    0.0194682635983       88413.4635843      0.163254383839       2435.10807418       131.802283384    -0.0144265766485
    0.0196227656904       88392.3255622      0.163216390902        2435.0857597       132.274470964    -0.0116804496599
    0.0197772677824       88371.1875401      0.163178397965       2435.06344522       132.746658544   -0.00893432267139
    0.0199317698745        88350.049518      0.163140405028       2435.04113074       133.218846124   -0.00617503376524
    0.0200862719665       88328.9114959      0.163102412091       2435.01881626       133.691033704   -0.00339866161066
    0.0202407740586       88307.7734738      0.163064419155       2434.99650178       134.163221284  -0.000622289456092
    0.0203952761506       88319.5962055      0.163083251635        2434.8856311       135.629545754   -0.00232768011619
    0.0205497782427       88341.7433691      0.163119886362       2434.74703143        137.40747424   -0.00544283117978
    0.0207042803347       88363.8905327      0.163156521089       2434.60843176       139.185402726     -0.008552032344
    0.0208587824268       88386.0376962      0.163193155816       2434.46983208       140.963331213    -0.0116332476613
    0.0210132845188       88408.1848598      0.163229790543       2434.33123241       142.741259699    -0.0147144629785
    0.0211677866109       88430.3320234       0.16326642527       2434.19263274       144.519188186    -0.0177956782958
    0.0213222887029       88443.7212179      0.163286735013       2434.05006082       146.315409009    -0.0190118295232
     0.021476790795       88436.3095709      0.163268271676       2433.89805454       148.155075522    -0.0157983118557
     0.021631292887       88428.8979238      0.163249808339       2433.74604825       149.994742036    -0.0125847941882
    0.0217857949791       88421.4862767      0.163231345002       2433.59404197       151.834408549   -0.00937127652066
    0.0219402970711       88414.0746297      0.163212881665       2433.44203568       153.674075062    -0.0061373388143
    0.0220947991632       88406.6629826      0.163194418328        2433.2900294       155.513741576   -0.00288842825502
    0.0222493012552       88400.6918325      0.163178946225       2433.15166168       157.198645014  -0.000298094464151
    0.0224038033473       88407.9670909      0.163191040739       2433.13993121       157.449575933   -0.00383332942833
    0.0225583054393       88415.2423493      0.163203135254       2433.12820073       157.700506853   -0.00736856439252
    0.0227128075314       88422.5176077      0.163215229768       2433.11647026       157.951437772    -0.0108773333243
    0.0228673096234       88429.7928661      0.163227324282       2433.10473978       158.202368691    -0.0143740562439
    0.0230218117155       88437.0681245      0.163239418797       2433.09300931       158.453299611    -0.0178707791634
