x_m,rho_exact,rhoP_exact,U_exact,Us_exact,p_exact,rho_numerical,rhoP_numerical,U_numerical,Us_numerical,p_numerical
1.145,0.9965502678482789,0.9989725896639453,-0.0031724147897272455,0.0036972884042961347,0.9951703749875904,0.99658343821067,0.998,-0.0031064843770559,0.0036694122232688,0.99521151204446
1.155,0.9971136820947026,0.9998629608366936,-0.0026319963427741035,0.004195876588734708,0.9959591549325837,0.99714290994351,1.0,-0.0025707964589357,0.0041640471801943,0.99599175349803
1.165,0.9976884873192654,1.0007538728404122,-0.0020811906087007744,0.004677905565191226,0.9967638822469715,0.99771379326033,0.99999999999999,-0.0020259892024193,0.0046433700128703,0.99678815823533
1.175,0.9982724150283493,1.0016418096524413,-0.0015221713661004587,0.0051414729855136935,0.997581381039689,0.99829299279156,1.002,-0.0014735489661057,0.0051038587927925,0.99759642449634
1.185,0.9988631607260579,1.002523266991844,-0.0009571448085320847,0.005584749360877919,0.998408425016481,0.99887875995124,1.002,-0.00091603056606255,0.005545350478415,0.99841414099062
1.195,0.9994583930090081,1.0033947661492006,-0.0003883408376823107,0.006005985281944041,0.9992417502126113,0.99946880051034,1.002,-0.0003550505486119,0.0059648820639292,0.99923814436758
1.205,1.0000557627673152,1.0042528677154876,0.00018199573703775018,0.006403518322976008,1.0000780678742411,1.0000610071519,1.004,0.00020740232014848,0.0063613457537347,1.0000655423484
1.215,1.0006529124554553,1.0050941851558521,0.0007516140577296586,0.00677577960267643,1.0009140774376373,1.0006547804273,1.005,0.00077069255448943,0.0067331151578308,1.0008955475532
1.225,1.0012474853964208,1.0059153981747182,0.001318266101115516,0.007121299975844337,1.0017464795549893,1.0012479983683,1.006,0.0013336019401681,0.0070787665468215,1.0017252205128
1.235,1.0018371350824486,1.006713265819477,0.0018797155504587568,0.007438715831420073,1.0025719891154283,1.0018337559804,1.006,0.0018883245899462,0.0073966358000115,1.0025448881651
1.245,1.0024195344356135,1.0074846392710457,0.002433746621284693,0.007726774474035199,1.0033873482098588,1.0024099455949,1.008,0.0024328528436038,0.0076856316614652,1.0033515700146
1.255,1.0029923849917408,1.0082264742708182,0.0029781728060694636,0.007984339067828772,1.004189338988437,1.0029783376054,1.0070000000000001,0.0029697515095402,0.0079450698954323,1.0041477136815
1.265,1.0035534259713965,1.0089358431349622,0.003510845503386434,0.008210393123019182,1.0049747963599551,1.0035365687064,1.009,0.0034968009072714,0.0081727978645962,1.0049299716041
1.275,1.004100443202149,1.009609946308651,0.004029662497454271,0.00840404450752485,1.0057406204830084,1.0040791946726,1.009,0.0040081223071212,0.008368957283007,1.0056906649437
