x_m,rho_g_published,rho_p_published,u_g_published,u_p_published,p_g_published,T_p_published,rho_g_GPU_GKS_GKP,rho_p_GPU_GKS_GKP,u_g_GPU_GKS_GKP,u_p_GPU_GKS_GKP,p_g_GPU_GKS_GKP,T_p_GPU_GKS_GKP
0.4775,0.5649665496649418,0.41988796719052535,0.5795114141221565,0.27232697585291776,0.5464271661999027,0.8806507647879359,0.56894990808678,0.43574999999999997,0.57006484606881,0.25729482676075,0.53479823983413,0.9487110390235015
0.4825,0.5616499046054417,0.42336875181402533,0.5811892789551564,0.2739895089684178,0.5439994338284027,0.8807770259909359,0.56526610835293,0.44025,0.57225729546602,0.25878615736932,0.53190437393165,0.9489632142945772
0.4875,0.5582572373445331,0.42726222838820926,0.5826333429831274,0.27590854668606896,0.541663766917444,0.8809555712825792,0.56148933420578,0.43975,0.57444513346127,0.25936071426744,0.5289922534156,0.9489494210544722
0.4925,0.554789789061033,0.43156165908520927,0.5838474233621274,0.27807990117556897,0.539418662357444,0.8811855470450792,0.55760735351687,0.44475,0.57665685584473,0.26311785219092,0.52604770853333,0.949461944551975
0.4975,0.5510911712258737,0.4359340090369406,0.5852320237494665,0.2799406483972475,0.5370280943698744,0.8811422816136872,0.55363570633094,0.44575000000000004,0.57881254690716,0.26615555553208,0.52310275229654,0.9502761319219946
0.5025,0.5471651580358738,0.44037808772494047,0.5867843601449665,0.28149585949024747,0.5344944378678745,0.8808302360691872,0.5495504539538,0.4505,0.58095911680093,0.26445101532712,0.52013212371783,0.9516679774352353
0.5075,0.5433224072572884,0.4437904365353485,0.5881434727350052,0.28334380464912745,0.5320632809118748,0.8809578315137747,0.54533491404608,0.45399999999999996,0.58315363781792,0.26800784224843,0.51712137032835,0.9533021095936803
0.5125,0.5395615595037884,0.4461879000378485,0.5893125161940053,0.28547970454212745,0.5297329500398749,0.8815178901352748,0.54100371001011,0.4605,0.58536592685753,0.26627747554671,0.51409561598615,0.9552323134942288
0.5175,0.5358669079527092,0.4500163392652637,0.5902071818484084,0.28692193097202695,0.5275143252598538,0.8810518166865703,0.53656181698845,0.45849999999999996,0.58753531433209,0.27338771165747,0.51107502751416,0.9571630375508955
0.5225,0.5322373718497092,0.4552523913482637,0.5908319493359084,0.28768180922002695,0.5254055827988537,0.8795763643445703,0.53198443106221,0.46299999999999997,0.58970178977316,0.2668038679868,0.50802870286663,0.9599389275771539
0.5275,0.5284226932425555,0.4605592940542046,0.5915398030601625,0.2887899733781062,0.5232029335682176,0.8797899153877644,0.52723590835884,0.4685,0.59193054938009,0.27482959569464,0.50491617957105,0.9626268312054862
0.5325,0.5244258948660556,0.46593589063820456,0.5923293865111625,0.29024073714560616,0.5209079107397177,0.8816648942502644,0.52232913796307,0.47150000000000003,0.59417079417139,0.27627827805008,0.50177003060483,0.9660794530498756
0.5375,0.5202765349285388,0.4710363249391868,0.5931687250919938,0.2913654357408075,0.5185650138719782,0.884213201245533,0.51728189966065,0.477,0.5963863992636,0.27257998520608,0.49862388129606,0.9703011058216161
0.5425,0.5159771042310387,0.4758651057291868,0.5940570064739938,0.29216939267680747,0.5161750245819782,0.8874238432610331,0.51206386778492,0.48025,0.59861979218994,0.27885202390376,0.49544622941007,0.9739879109818992
0.5475,0.511570621862332,0.48069130073020494,0.5949216179399364,0.29300619765963254,0.5137574156535385,0.8913910133071516,0.50666106796153,0.483,0.60092885081144,0.28114720882444,0.49221939191954,0.9786460427051854
0.5525,0.507058835604832,0.485514952159205,0.5957629459374364,0.29387531439463255,0.5113126380195384,0.8961023599056517,0.50109575221547,0.48575,0.60318711658955,0.2768953499503,0.48899049304285,0.98430391209893
0.5575,0.502273472853296,0.4904844420971634,0.5967071656112506,0.29507291159964755,0.5087917529384971,0.9029396230126407,0.49534479968126,0.491,0.60546360822458,0.28231807313878,0.48573093778439,0.9896713304771549
0.5625,0.497219000162796,0.49559738950716337,0.5977525970972506,0.29659362632814756,0.5061960029809971,0.9118680937866407,0.48937696280709,0.49500000000001,0.60778809584975,0.28068762023099,0.48241696523668,0.9960164768755915
0.5675,0.4917606272044527,0.5004843389439718,0.5987154254065943,0.29779214036059426,0.5036763604705384,0.9235357961610166,0.48317618852336,0.49775,0.61018731853029,0.28164027384991,0.47903953004445,1.0028620549184284
0.5725,0.48590494826845265,0.5051489801704718,0.5995969991625942,0.2986737141165942,0.5012315828365385,0.9378980079865166,0.47677798308201,0.50075,0.61255522404994,0.28243482979647,0.4756527873765,1.0102931218650517
0.5775,0.47942143972295603,0.5102263133479078,0.6005887104878055,0.29929540185353937,0.4987505927882387,0.9548785160423673,0.47014555317743,0.505,0.6149899667267,0.28192661504892,0.47221888465979,1.0185063270418109
0.5825,0.47232035184745597,0.5157096006484079,0.6016887612178055,0.2996614466085394,0.49623398154873866,0.9744345726343675,0.46329357307319,0.5105,0.61740450636387,0.2867471042915,0.46877098214679,1.0267049937132222
0.5875,0.4645355813164698,0.5218124430332595,0.6032308114034313,0.29980045339181366,0.49350316467151145,0.9950817754239001,0.45617936242223,0.5135,0.61986752370453,0.28454375201621,0.46526757522088,1.0363817688694132
0.5925,0.45607829029596986,0.5285247253172595,0.6052076447269313,0.2997161289458136,0.4905616393915115,1.0168023097789,0.44878233393998,0.5217499999999999,0.62237775480981,0.2867934158849,0.46169620851452,1.0460561062755698
0.5975,0.4471503856470061,0.5336338183181079,0.6072250550499991,0.30001535375418226,0.48764343736113885,1.0414884885716138,0.44107398727663,0.52325,0.62497220267913,0.28792574342474,0.45804885057885,1.0569400028241918
0.6025,0.43775955085750606,0.5371658965551078,0.6092823798909991,0.30069186578818224,0.48474817779263885,1.0690918931166138,0.43308461531102,0.52775,0.6275932882473,0.28692968972768,0.45436332745726,1.0691521129951729
0.6075,0.4276902049907357,0.5410904975876246,0.611534860775835,0.30104955854278054,0.48172218527058863,1.0966330113973057,0.42485012671519,0.5315,0.63018686809323,0.28892034771794,0.45066823268857,1.0821278429454557
0.6125,0.4169534257787357,0.5454012128801246,0.6139793114833351,0.30109363723078053,0.47856759421058864,1.1241128603323056,0.4162962472391,0.532,0.63288064986871,0.28815233120751,0.44688462840371,1.0961743278699805
0.6175,0.40528783109802985,0.5497662297447713,0.6167000722330505,0.30137441508086754,0.47528104265705373,1.155748612349766,0.4072918669276,0.541,0.63561949934918,0.28623407024787,0.44302378917629,1.11147402387292
0.6225,0.3927085852830298,0.5541846616252712,0.6196926318405505,0.3018880276168675,0.47186468506705376,1.191472415969766,0.39751563157214,0.54325,0.63836610166146,0.28796849728388,0.43910365081643,1.1275849426353957
