factor,target_cell_initial_parcels,initial_total_parcels,archived_restart_sha256,unified_restart_sha256,s1_total_ms,s1_total_mean_ms,s1_total_std_ms,legacy_s2_total_ms,legacy_s2_total_mean_ms,legacy_s2_total_std_ms,unified_l2_total_ms,unified_l2_total_mean_ms,unified_l2_total_std_ms,s1_collision_pool_ms,s1_collision_pool_mean_ms,s1_collision_pool_std_ms,legacy_s2_collision_pool_ms,legacy_s2_collision_pool_mean_ms,legacy_s2_collision_pool_std_ms,unified_l2_collision_pool_ms,unified_l2_collision_pool_mean_ms,unified_l2_collision_pool_std_ms,s1_moments_ms,s1_moments_mean_ms,s1_moments_std_ms,legacy_s2_moments_ms,legacy_s2_moments_mean_ms,legacy_s2_moments_std_ms,unified_l2_moments_ms,unified_l2_moments_mean_ms,unified_l2_moments_std_ms,l2_speedup_over_s1,l2_speedup_over_legacy_s2,l2_speedup_over_s1_std,l2_speedup_over_legacy_s2_std
1,11000,3790500,bb7eb72ee5e82c70446b27c7a9543662f13d4abde9b03a83b1f0a5a602a9dc86,804ada80339b8f25f8396c35ed5aa31451f963fcbc7bfdcd8a712d84cff2c283,25.057791700000003,25.02041588,0.22663641603977108,25.515008,25.48654098,0.22274698680786012,24.645631799999997,24.61962205,0.04687449237423725,0.739327997,0.737484789,0.005900227564432913,0.88319999,0.8802303969,0.006929988695634655,0.896000028,0.8967168154,0.002249298255755953,1.6235519649999999,1.614335978,0.018213829084527282,1.84985602,1.853235209,0.026393085145326355,1.5764639950000001,1.572323203,0.023554393414742143,1.0167234463025616,1.0352750624149147,0.009410788153981615,0.009260298405187255
2,22000,3801500,50d23cbd990b730960d8094acfa0cb986d8cc2517bf0a1cb4fcc2664dd535e82,5913a2296294017ca426c59a70d70b8307d53f620e847fb793c59cfc0d6512f2,25.664000549999997,25.619456109999998,0.11500668279778964,25.994239800000003,26.02117119,0.07070297510948033,24.98662375,24.99910698,0.05365745398533345,0.752640009,0.7533567965,0.0031892292134764982,0.8883199989999999,0.889241606,0.003734447608999518,0.895488024,0.8951808096,0.0015613895596252555,1.626111985,1.626009597,0.004822068654919411,1.8897919650000001,1.889699185,0.009372124952243335,1.570304035,1.5687840229999999,0.01577472430695252,1.0271095769791625,1.0403262185432316,0.005110670282234086,0.0036022540327736987
4,44000,3823500,769dd58f21e51d798eaa901177f499c9588cc6f2849b5b96765bf774095a578d,1c492d5b4256b7c7c5413dadc1b264f3d46b93ace41d7bfd4d9be724666f7f13,27.67411235,27.694678500000002,0.06883024387081747,27.78060815,27.79801617,0.1603439434819124,26.991104149999998,27.07077141,0.19586316073539103,0.9646080135,0.9664511977,0.004559381821972641,0.881152004,0.8814592005,0.0026751648083859175,0.902143985,0.9025535942,0.001895084687131751,1.863168,1.863270414,0.0023850653191118234,1.885696055,1.881907213,0.009825855473030392,1.609247985,1.604934396,0.012518787046082195,1.02530493736767,1.0292505262331033,0.007843772812115544,0.009523787806605028
8,88000,3867500,1f98894464a6b72dd6fe3799b84d95e00d29836b859aa0e8cfad0ad617260177,ab196110265b9edfae69614a2271282d9c790a4cf38685178cdf565d9760939e,32.385536200000004,32.33771554,0.11585199836224139,31.3369598,31.29610233,0.09408377131228274,30.7368965,30.76177921,0.0597876572590266,1.3788320449999998,1.378409601,0.006030172675574303,0.881663978,0.8814591883999999,0.0013351281275094233,0.904703975,0.905523193,0.002675170861152144,2.63679993,2.619398403,0.04111133414857492,1.85344005,1.8537472130000001,0.009541650084618906,1.585168,1.588649605,0.0075549804791416875,1.0536371555924653,1.019522572814077,0.004294426685309927,0.0036496879619895752
16,176000,3955500,87ddac25f6432faae34f83c00df5af2b7d7af53b2c6e3683904cab9cbf00265c,a8a9c72f88a1fa9783b9068fbee774e15c5ef4bf1ce6d0a3b5cb6e535ba68bf4,42.352127100000004,42.303385920000004,0.13944557035073601,38.7450867,38.756454090000005,0.1557303510047983,38.4880638,38.49175071,0.08287031579235314,2.2348799699999997,2.231910348,0.012730159736372879,0.8913919925,0.8920063971000001,0.0008413081471373712,0.916480005,0.9180160046,0.0024554594323930833,4.257279875,4.2645504480000005,0.021711482393461042,1.8503680249999999,1.846579206,0.007986213432690153,1.618431985,1.620281599,0.00798028137250455,1.1003964065347451,1.006677989865523,0.004332387244450926,0.004589049183677943
32,352000,4131500,c0611e66b30afd0d29331616edec271d89617e064a1f03ec16e9c447e13e5d4d,d58fcdf4eab474bb2246dd332771e18d0bf89faa98dd6750f0903d1a8ef272a8,62.467056299999996,62.80590058,0.8886637135348298,53.82963375,54.054912200000004,0.5669883699190672,53.93868825,53.97410621,0.1815469589001474,3.957759975,3.960115172,0.01263307034361046,0.92059201,0.9203807949,0.0013881383992616107,0.948224008,0.9486336112,0.0011099982212937247,7.47571206,7.563980817,0.30757076612023737,1.900063995,1.906796814,0.023163620828199036,1.662464025,1.663692797,0.008670822001208025,1.1581122627690152,0.9979781766383613,0.0168432026052382,0.010992962466565252
64,704000,4483500,6958624016041c5aa3998d5804b10b841860e8bb003b4ab890a0773d864c1088,bef1de800c84e201718930010384ce0da1efa522001e44eb371ba2cae41d56bd,103.5601925,103.48400649999999,0.9000345892326104,84.98739244999999,84.9346573,0.22849896899841793,84.7703018,84.85048141,0.4199279164116044,7.3461759099999995,7.345766402,0.06490039205658876,0.983039975,0.9828447996999999,0.001940689331646235,1.00352001,1.0036224109999998,0.0005608733761109063,14.325248250000001,14.23493128,0.24557582424863916,2.019328,2.023219228,0.016750315567676248,1.784319995,1.785868789,0.006339618451663193,1.2216565271211528,1.0025609281244765,0.01222489977127789,0.005647418202417142
