record_type,time_ms,experiment_surface_temperature_C,cold_wall_contact_layer_temperature_C,cold_wall_contact_layer_temperature_K,cold_enthalpy_equivalent_temperature_C,cold_enthalpy_equivalent_temperature_K,cold_axial_node_mean_temperature_C,cold_axial_node_mean_temperature_K,cold_free_surface_temperature_C,cold_free_surface_temperature_K,cold_profile_active,cold_wall_state,cold_contact_area_m2,cold_frozen_area_m2,cold_solidification_contact_age_s
coldWall,1.299,,1458.7869599371566,1731.9369599371564,2057.558443745395,2330.708443745395,1994.6025494870041,2267.752549487004,2099.9655183904883,2373.1155183904884,1,3,0.00042422718626982975,0.0,0.0012990072136744857
coldWall,1.349,,1450.3156323644935,1723.4656323644933,2057.2814410257984,2330.4314410257984,1983.6266127327594,2256.7766127327595,2099.957223079398,2373.107223079398,1,3,0.00042349803056607985,0.0,0.0013490075943991542
coldWall,1.3989999999999998,,1434.7753731343282,1707.9253731343283,2057.014494522137,2330.164494522137,1974.6678392977437,2247.817839297744,2099.948927767398,2373.098927767398,1,3,0.00042254337486532584,0.0,0.0013990079751238227
coldWall,1.449,,1416.6661822466613,1689.8161822466614,2056.7580366232423,2329.9080366232424,1967.051721821952,2240.201721821952,2099.9406324544884,2373.0906324544885,1,3,0.0004213642395924829,0.0,0.0014490083558484912
coldWall,1.4989999999999999,,1398.47431264729,1671.6243126472898,2056.511775924168,2329.661775924168,1960.6106664081867,2233.760666408187,2099.9253690742967,2373.0753690742968,1,3,0.0004199618851171375,0.0,0.0014990087365731597
coldWall,1.549,,1381.5183032207383,1654.6683032207384,2056.2751442868644,2329.4251442868645,1955.2032692536773,2228.3532692536774,2099.908778437564,2373.058778437564,1,3,0.00041833781040634665,0.0,0.0015490091172978282
coldWall,1.599,,1366.4403377847602,1639.5903377847603,2056.0474446246462,2329.1974446246463,1950.7047433385428,2223.854743338543,2099.8921877962835,2373.0421877962835,1,3,0.0004164937514224031,0.0,0.0015990094980224967
coldWall,1.6489999999999998,,1353.4878633150038,1626.6378633150039,2055.8279229580394,2328.9779229580395,1947.0009472365077,2220.150947236508,2099.8677995430603,2373.0177995430604,1,3,0.0004144316792672766,0.0,0.0016490098787471652
coldWall,1.699,,1342.686704634721,1615.8367046347212,2055.6159183920645,2328.7659183920646,1943.9905967211284,2217.1405967211285,2099.8429135579477,2372.9929135579478,1,3,0.00041215379807571647,0.0,0.0016990102594718337
coldWall,1.7489999999999999,,1333.9362136684995,1607.0862136684996,2055.410788252086,2328.5607882520862,1941.5790393028205,2214.7290393028206,2099.81238673299,2372.96238673299,1,3,0.0004096625426592677,0.0,0.0017490106401965022
coldWall,1.799,,1327.0697564807542,1600.219756480754,2055.2119925645557,2328.3619925645557,1939.681223000221,2212.831223000221,2099.7792053794888,2372.929205379489,1,3,0.00040696057590371707,0.0,0.0017990110209211707
coldWall,1.849,,1321.8870188531027,1595.0370188531028,2055.019038688091,2328.169038688091,1938.2186998317757,2211.3686998317758,2099.7407149825426,2372.8907149825427,1,3,0.0004040507859227531,0.0,0.0018490114016458392
coldWall,1.8989999999999998,,1318.1778672427336,1591.3278672427336,2054.831535438384,2327.981535438384,1937.1219855140084,2210.2719855140085,2099.6992382270014,2372.8492382270015,1,3,0.00040093628297088095,0.0,0.0018990117823705077
coldWall,1.949,,1315.7332482325214,1588.8832482325215,2054.649106240714,2327.799106240714,1936.3272768602224,2209.4772768602224,2099.6522864988924,2372.8022864988925,1,3,0.00039762039611889344,0.0,0.0019490121630951762
coldWall,1.9989999999999999,,1314.355498821681,1587.5054988216812,2054.471488559553,2327.621488559553,1935.7801552897417,2208.930155289742,2099.602514300384,2372.752514300384,1,3,0.0003941066696954484,0.0,0.001999012427404523
coldWall,2.0489999999999995,,1313.8597211311862,1587.009721131186,2054.298445771173,2327.4484457711733,1935.431813736653,2208.581813736653,2099.547101192909,2372.697101192909,1,3,0.000390398859498563,0.0,0.0020490128081291914
coldWall,2.099,,1314.077120974077,1587.227120974077,2054.12976979505,2327.27976979505,1935.2396086273839,2208.389608627384,2099.489033499592,2372.639033499592,1,3,0.00038650092878106504,0.0,0.00209901318885386
coldWall,2.149,,1314.8577572663003,1588.0077572663001,2053.9653384554695,2327.1153384554696,1935.1685695312035,2208.3185695312036,2099.426320313794,2372.576320313794,1,3,0.0003824170440142992,0.0002656651777215302,0.0021490135695785284
coldWall,2.1989999999999994,,1316.0678908091122,1589.2178908091123,2053.804989733997,2326.954989733997,1934.6387398685602,2207.7887398685602,2099.3599570683705,2372.5099570683706,1,3,0.00037815157043461563,0.0002656651777215302,0.002199013950303197
coldWall,2.249,,1317.2486645718773,1590.3986645718774,2053.648680361733,2326.798680361733,1927.4610096342744,2200.6110096342745,2099.2922664663615,2372.4422664663616,1,3,0.00037370906737739745,0.0002656651777215302,0.0022490143310278654
coldWall,2.299,,1317.4688138256088,1590.6188138256089,2053.496372491817,2326.646372491817,1921.2135672025988,2194.363567202599,2099.217607606986,2372.367607606986,1,3,0.0003690942834036197,0.0002656651777215302,0.002299014711752534
coldWall,2.3489999999999993,,1316.3682639434405,1589.5182639434406,2053.3481471823575,2326.4981471823576,1915.7613771217534,2188.9113771217535,2099.1429486357424,2372.2929486357425,1,3,0.0003643121512241445,0.0002656651777215302,0.0023490150924772024
coldWall,2.399,,1313.9980754124117,1587.1480754124116,2053.2040823830557,2326.354082383056,1910.8135085938825,2183.9635085938826,2099.0661327314206,2372.2161327314207,1,3,0.0003593677824271805,0.0002656651777215302,0.002399015473201871
coldWall,2.449,,1310.5589552238807,1583.7089552238806,2053.0642739047375,2326.2142739047376,1906.300173507197,2179.450173507197,2098.983178058004,2372.133178058004,1,3,0.00035426646201454126,0.0002656651777215302,0.0024490158539265394
coldWall,2.4990000000000006,,1306.2860761979578,1579.4360761979576,2052.928824638422,2326.0788246384222,1902.169367568667,2175.319367568667,2098.9002232454345,2372.0502232454346,1,3,0.00034901364275254353,0.0002656651777215302,0.002499016234651208
coldWall,2.549,,1301.400569520817,1574.550569520817,2052.797729703048,2325.947729703048,1898.3766674617846,2171.5266674617847,2098.8172682937125,2371.9672682937126,1,3,0.0003436149393435824,0.0002656651777215302,0.0025490166153758764
coldWall,2.5989999999999998,,1296.0918499607228,1569.2418499607227,2052.6709825081034,2325.8209825081035,1894.8861541670253,2168.0361541670254,2098.734313203747,2371.8843132037473,1,3,0.0003380761224246145,0.0002656651777215302,0.002599016996100545
coldWall,2.6490000000000005,,1290.5125098193244,1563.6625098193244,2052.5485476528474,2325.6985476528475,1891.6666162143856,2164.8166162143857,2098.6503625108503,2371.8003625108504,1,3,0.00033240311239896437,0.0002656651777215302,0.0026490173768252134
coldWall,2.699,,1284.7810683424982,1557.931068342498,2052.4303474895546,2325.5803474895547,1888.6898237293804,2161.8398237293804,2098.5591115968396,2371.7091115968396,1,3,0.00032660197310804536,0.0002656651777215302,0.002699017757549882
coldWall,2.7489999999999997,,1278.9866849960722,1552.1366849960723,2052.316341293647,2325.466341293647,1885.9327260676932,2159.0827260676933,2098.4678605145723,2371.6178605145724,1,3,0.0003206789053497618,0.0002656651777215302,0.0027490181382745504
coldWall,2.7990000000000004,,1273.1906323644935,1546.3406323644933,2052.2064381373507,2325.356438137351,1883.3731155084638,2156.523115508464,2098.3766092640485,2371.5266092640486,1,3,0.00031464024025051846,0.0002656651777215302,0.002799018518999219
coldWall,2.8489999999999998,,1267.426001571092,1540.5760015710919,2052.1005624165946,2325.2505624165947,1880.9913110182051,2154.141311018205,2098.290335200543,2371.440335200543,1,3,0.0003084924324979228,0.0002656651777215302,0.0028490188997238874
coldWall,2.8989999999999996,,1261.7273566378635,1534.8773566378634,2051.9986039738096,2325.1486039738097,1878.7690297365775,2151.9190297365776,2098.2073792283677,2371.357379228368,1,3,0.0003022420534414144,0.0002656651777215302,0.002899019280448556
coldWall,2.9490000000000003,,1256.1180675569522,1529.268067556952,2051.900485423659,2325.050485423659,1876.6908852097908,2149.840885209791,2098.12442311704,2371.27442311704,1,3,0.00029589578406819455,0.0002656651777215302,0.0029490196611732244
coldWall,2.999,,1250.6129615082482,1523.7629615082483,2051.806131505344,2324.9561315053443,1874.7431258587326,2147.8931258587327,2098.041466867469,2371.191466867469,1,3,0.0002894604078619642,0.0002656651777215302,0.002999020041897893
coldWall,3.0489999999999995,,1245.2196975648076,1518.3696975648074,2051.715453554578,2324.865453554578,1872.912982161276,2146.062982161276,2097.958510478745,2371.1085104787453,1,3,0.0002829428035521062,0.0002656651777215302,0.0030490204226225615
coldWall,3.099,,1239.9414179104479,1513.0914179104477,2051.62837922691,2324.77837922691,1871.1894664534925,2144.3394664534926,2097.875553950869,2371.025553950869,1,3,0.0002763499377610574,0.0002656651777215302,0.00309902080334723
coldWall,3.149,,1234.7778279654358,1507.9278279654359,2051.5448306582643,2324.6948306582644,1869.562702325377,2142.712702325377,2097.79475415962,2370.94475415962,1,3,0.00026968885755773497,0.0002656651777215302,0.0031490211840718985
coldWall,3.1989999999999994,,1229.752690494894,1502.902690494894,2051.4645453329526,2324.6145453329527,1868.0239097180292,2141.1739097180293,2097.7200930446975,2370.8700930446976,1,3,0.0002656651777215302,0.0002656651777215302,0.003199021564796567
coldWall,3.249,,1225.0901806755696,1498.2401806755695,2051.385628858916,2324.535628858916,1866.563791589383,2139.713791589383,2097.643274934851,2370.793274934851,1,3,0.0002656651777215302,0.0002656651777215302,0.0032490219455212355
coldWall,3.299,,1220.8083660644147,1493.9583660644148,2051.3075896847076,2324.4575896847077,1865.1785478769175,2138.3285478769176,2097.5603178794677,2370.7103178794678,1,3,0.0002656651777215302,0.0002656651777215302,0.003299022326245904
coldWall,3.3489999999999998,,1216.8705223880597,1490.0205223880596,2051.230386583283,2324.380386583283,1863.8653776189508,2137.015377618951,2097.477360685841,2370.6273606858413,1,3,0.0002656651777215302,0.0002656651777215302,0.0033490227069705725
coldWall,3.399,,1213.2457187745485,1486.3957187745484,2051.153939904157,2324.3039399041572,1862.6201230124557,2135.7701230124558,2097.3944033521525,2370.5444033521526,1,3,0.0002656651777215302,0.0002656651777215302,0.003399023087695241
coldWall,3.449,,1209.9075412411626,1483.0575412411627,2051.0782728582262,2324.2282728582263,1861.4426091095543,2134.5926091095544,2097.3114458802206,2370.4614458802207,1,3,0.0002656651777215302,0.0002656651777215302,0.0034490234684199095
coldWall,3.4990000000000006,,1206.8336017282013,1479.9836017282012,2051.0033510308267,2324.153351030827,1860.330568703233,2133.480568703233,2097.2284882700455,2370.3784882700456,1,3,0.0002656651777215302,0.0002656651777215302,0.003499023849144578
coldWall,3.549,,1204.0037706205812,1477.1537706205813,2050.929101590397,2324.079101590397,1859.279849811829,2132.429849811829,2097.139391641574,2370.289391641574,1,3,0.0002656651777215302,0.0002656651777215302,0.0035490242298692465
coldWall,3.5989999999999998,,1201.4006677140615,1474.5506677140613,2050.8555274712307,2324.005527471231,1858.2897067396725,2131.4397067396726,2097.048137945419,2370.198137945419,1,3,0.0002656651777215302,0.0002656651777215302,0.003599024610593915
coldWall,3.6490000000000005,,1199.0096622152396,1472.1596622152397,2050.782579509907,2323.932579509907,1857.3570007773428,2130.507000777343,2096.9568840810075,2370.1068840810076,1,3,0.0002656651777215302,0.0002656651777215302,0.0036490249913185835
coldWall,3.699,,1196.817498036135,1469.967498036135,2050.7102227467394,2323.8602227467395,1856.4794189194836,2129.6294189194837,2096.8656300483394,2370.0156300483395,1,3,0.0002656651777215302,0.0002656651777215302,0.003699025372043252
coldWall,3.7489999999999997,,1194.8121956009427,1467.9621956009426,2050.638467208166,2323.788467208166,1855.6562628591782,2128.8062628591783,2096.7743758483243,2369.9243758483244,1,3,0.0002656651777215302,0.0002656651777215302,0.0037490257527679205
coldWall,3.7990000000000004,,1192.9829536527886,1466.1329536527887,2050.5672916104622,2323.7172916104623,1854.8855756731618,2128.035575673162,2096.6814623079676,2369.8314623079677,1,3,0.0002656651777215302,0.0002656651777215302,0.003799026133492589
coldWall,3.849,,1191.320051060487,1464.470051060487,2050.4966354658686,2323.6466354658687,1854.1638374942454,2127.3138374942455,2096.5819118928243,2369.7319118928244,1,3,0.0002656651777215302,0.0002656651777215302,0.0038490265142172575
coldWall,3.8990000000000005,,1189.815534171249,1462.965534171249,2050.4265056359523,2323.5765056359523,1853.4903915185641,2126.6403915185642,2096.482361277592,2369.6323612775923,1,3,0.0002656651777215302,0.0002656651777215302,0.003899026894941926
coldWall,3.9490000000000003,,1188.4607619795756,1461.6107619795757,2050.356863465385,2323.506863465385,1852.8625755482517,2126.012575548252,2096.3828104631807,2369.532810463181,1,3,0.0002656651777215302,0.0002656651777215302,0.003949017263948917
coldWall,3.999,,1187.2485663786333,1460.3985663786332,2050.2876981871746,2323.4376981871746,1852.2789629114832,2125.4289629114833,2096.283259447771,2369.433259447771,1,3,0.0002656651777215302,0.0002656651777215302,0.003999006003141403
coldWall,4.049,,1186.172172034564,1459.3221720345641,2050.219020343034,2323.369020343034,1851.738896830699,2124.888896830699,2096.1837082331817,2369.333708233182,1,3,0.0002656651777215302,0.0002656651777215302,0.004048994742333889
coldWall,4.099,,1185.225589159466,1458.3755891594658,2050.1507949572383,2323.3007949572384,1851.239859301647,2124.389859301647,2096.0786814848666,2369.2286814848667,1,3,0.0002656651777215302,0.0002656651777215302,0.004098983481526375
coldWall,4.149,,1184.4027297721918,1457.5527297721917,2050.08296916314,2323.2329691631403,1850.778764999698,2123.928764999698,2095.9708338805262,2369.1208338805263,1,3,0.0002656651777215302,0.0002656651777215302,0.004148972220718861
coldWall,4.199000000000001,,1183.6979968578162,1456.8479968578163,2050.015567969445,2323.165567969445,1850.3556623321251,2123.505662332125,2095.8629860424458,2369.012986042446,1,3,0.0002656651777215302,0.0002656651777215302,0.0041989609599113464
