record_type,time_ms,experiment_surface_temperature_C,cold_wall_contact_layer_temperature_C,cold_wall_contact_layer_temperature_K,cold_enthalpy_equivalent_temperature_C,cold_enthalpy_equivalent_temperature_K,cold_axial_node_mean_temperature_C,cold_axial_node_mean_temperature_K,cold_free_surface_temperature_C,cold_free_surface_temperature_K,cold_profile_active,cold_wall_state,cold_contact_area_m2,cold_frozen_area_m2,cold_solidification_contact_age_s
coldWall,0.5489999999999999,,2050.8685571119854,2324.0185571119855,2063.004050894584,2336.154050894584,2092.8514316386554,2366.0014316386555,2099.9965428391056,2373.1465428391057,1,3,0.00030654644951373585,0.0,0.0005490015028044581
coldWall,0.599,,2047.6249516958105,2320.7749516958106,2062.5906026262514,2335.7406026262515,2092.130733023941,2365.280733023941,2099.9965428391056,2373.1465428391057,1,3,0.0003250565290792952,0.0,0.0005990018835291266
coldWall,0.6489999999999999,,2043.942592535289,2317.092592535289,2062.1208175140487,2335.2708175140488,2091.296333400141,2364.446333400141,2099.9965428391056,2373.1465428391057,1,3,0.00034199590069681893,0.0,0.0006490022642537951
coldWall,0.699,,1883.032050274941,2156.182050274941,2061.6470730386623,2334.7970730386623,2069.94928436895,2343.09928436895,2099.9965428391056,2373.1465428391057,1,3,0.0003573645643663068,0.0,0.0006990026449784636
coldWall,0.749,,1749.6015710919087,2022.7515710919088,2061.220449823409,2334.370449823409,2051.1697378561403,2324.3197378561404,2099.9965428391056,2373.1465428391057,1,3,0.00037116252008775907,0.0,0.0007490030257031322
coldWall,0.7989999999999999,,1638.9827572663003,1912.1327572663001,2060.815221620676,2333.965221620676,2036.9743647278306,2310.1243647278307,2099.9965428391056,2373.1465428391057,1,3,0.0003833897678611755,0.0,0.0007990034064278007
coldWall,0.849,,1545.8044383346428,1818.9544383346426,2060.4135411972034,2333.5635411972034,2024.8994508094843,2298.0494508094844,2099.9965428391056,2373.1465428391057,1,3,0.0003940463076865563,0.0,0.0008490037871524692
coldWall,0.8989999999999999,,1475.6051060487039,1748.7551060487037,2060.029520290141,2333.179520290141,2015.6343950837959,2288.784395083796,2099.9965428391056,2373.1465428391057,1,3,0.0004031321395639014,0.0,0.0008990041678771377
coldWall,0.949,,1434.2478790259229,1707.397879025923,2059.683566928701,2332.833566928701,2009.914178155797,2283.064178155797,2099.9965428391056,2373.1465428391057,1,3,0.0004106472634932107,0.0,0.0009490045486018062
coldWall,0.9989999999999999,,1411.9676355066772,1685.117635506677,2059.3552020673997,2332.5052020673998,2006.5223071918567,2279.672307191857,2099.9965428391056,2373.1465428391057,1,3,0.000416591679474484,0.0,0.0009990049293264747
coldWall,1.049,,1404.3423409269444,1677.4923409269443,2059.0386512334903,2332.1886512334904,2004.9107459566676,2278.0607459566677,2099.9965428391056,2373.1465428391057,1,3,0.0004209653875077217,0.0,0.0010490053100511432
coldWall,1.099,,1407.6253338570305,1680.7753338570305,2058.7307138483197,2331.88071384832,2004.6195753722036,2277.7695753722037,2099.9965428391056,2373.1465428391057,1,3,0.00042376838759292383,0.0,0.0010990056907758117
coldWall,1.1489999999999998,,1418.4921838177534,1691.6421838177534,2058.429537423403,2331.579537423403,2005.2414468821994,2278.3914468821995,2099.9904043137553,2373.1404043137554,1,3,0.0004250006797300907,0.0,0.0011490060715004802
coldWall,1.199,,1434.1178711704633,1707.2678711704634,2058.134222548555,2331.284222548555,2006.433157289457,2279.583157289457,2099.9821090072123,2373.1321090072124,1,3,0.0004250061219967233,0.0,0.0011990064522251487
coldWall,1.2489999999999999,,1452.3490180675572,1725.499018067557,2057.8437634895768,2330.993763489577,2007.686797949028,2280.836797949028,2099.97381369976,2373.12381369976,1,3,0.00042473006258705696,0.0,0.0012490068329498172
