time_s,count,median,mean,p25,p75,normal_speed_median_m_s
2.0099999974587921,825,0.18953382655758558,0.82602012795834612,0.059006216071357385,0.54629730784208064,0.18705201445511405
2.0200000316052424,872,0.16538628135856365,0.71761314969623791,0.05220333986954788,0.51438985504092594,0.17132627198779421
2.0299999646939595,852,0.1681761049287217,0.80978142948385468,0.059611900869924739,0.50812336714156658,0.17220349164328541
2.0399999828460311,772,0.13194489171989238,0.93873321608995919,0.042784732367729138,0.45527120239425078,0.13704751818743771
2.05000002708669,761,0.13680403055483595,0.5366331134188953,0.041433225122690764,0.34927742598289635,0.14507835119109802
2.060000014315154,919,0.19832325844624285,1.1731498315007554,0.064001629276035837,0.60071114817018811,0.19291277206247115
2.0699999756942535,879,0.17365619979909189,0.74111222266724175,0.055900421118945692,0.49199518551786287,0.1697496820610592
2.0800000231170301,781,0.18127734778209906,0.89733817431132001,0.057186715618599664,0.50062544188984381,0.16579488041369483
2.0899999659549238,781,0.17401069916492964,0.80065585801754013,0.054435297149550914,0.47713263384173588,0.16483628896754177
2.1000000328958599,812,0.18381629035237707,0.81182190622750816,0.057688732304429551,0.51279972393959061,0.1915698965625709
2.1099999890066172,886,0.19153416135492968,0.89002896211803773,0.060242162758759855,0.50407845166054588,0.18907529321613131
2.1200000264682473,807,0.16368955009124928,0.68598601986307062,0.059948492056018016,0.43306644656328275,0.15994117180827988
2.1299999797903428,806,0.22857380755707729,0.76546748993765612,0.076656874846879774,0.64708329944157061,0.2052572989551211
2.1400000264965238,846,0.25434150275865697,0.70985028198716693,0.080046541577506236,0.57136912230900283,0.2273543120459228
2.1499999812208177,883,0.17472083310960632,0.57920102185140865,0.060568101464378375,0.47902688802725801,0.1671821195937917
2.1599999774369305,847,0.15768674223208615,0.82962536240290308,0.055424094270136878,0.43168562380867875,0.15832857358706504
2.1700000227943663,872,0.23691571084272944,1.3702838220878191,0.082248973887076415,0.66884249206824997,0.21677235554958432
2.1800000078122013,838,0.25105332675714431,0.91689474462756915,0.070560134271531599,0.65303236714730772,0.21231262063253653
2.1900000151907548,823,0.19928764195507601,0.97624995495381384,0.070370117791649242,0.5640185693269949,0.1919230241540556
2.1999999809721302,828,0.2769319880781082,0.87159379400984294,0.090558775860734658,0.71389521912238529,0.22426972772835074
2.2100000228093526,904,0.23224434277457448,0.82105626190869618,0.076476570258804777,0.64351606446842768,0.22445772147543519
2.2200000340063322,837,0.20571837953863967,0.63367621242908057,0.075464290658544278,0.51123224244085463,0.1951475088168165
2.2299999804780186,915,0.2361197081620576,0.70406690964793761,0.086430394124018775,0.58163169803659809,0.21629030206147237
2.2399999966434834,910,0.34328837915311372,0.98895121135249742,0.1144833758960843,0.91055783075735797,0.28076104094302334
2.2499999699816686,704,0.21395859244045182,1.029714895338659,0.060222513437461406,0.59908839577406192,0.18629430032276945
2.2599999809040359,926,0.20276095652184095,0.72857128921105552,0.068738414237172418,0.53702774255248453,0.19014878621919423
2.2700000291576248,845,0.27242510194412128,1.0740161921011417,0.088475772162783142,0.60266684232310885,0.2317703701470496
2.2800000202047879,890,0.2835672479344975,0.8502564621548544,0.10184337903052854,0.74310967308461784,0.24936130256792677
2.2899999732190857,840,0.21684833586985688,1.0528896684525335,0.080199535523922463,0.54071530633895137,0.19975683279300338
2.3000000072069025,854,0.24673046263614917,0.86256101883973491,0.08141018120416818,0.64557503184478893,0.21574700002778108
2.3100000291100744,856,0.24325401417758363,0.94875943749199254,0.075391068055891908,0.66426769000205521,0.21079710117637007
2.3200000137908336,879,0.2688659756454137,0.88332425694144268,0.084238848042957157,0.66660594966668041,0.22985678942637505
2.3299999793017312,894,0.18169499657490595,0.79935737166781273,0.066896798701951254,0.49505230326509486,0.19594688239513156
2.3400000086299042,878,0.22529914003870816,0.81577938932498595,0.075530732277401869,0.56841661471397542,0.20951229828229689
2.3499999897467374,917,0.29438005198953832,0.86063263893798181,0.096157653467900311,0.73617378692035507,0.25393001636276047
2.3600000281769162,917,0.24068054782263787,0.8946716133892747,0.081072438772168715,0.61452910524643234,0.2064880305058002
2.3699999667208242,914,0.25445031808157226,0.76232615410779669,0.08530851163178059,0.62358534219838302,0.2152300825550007
2.3799999826463303,869,0.23416850487878829,1.0038137958874973,0.07437402440976737,0.66234808176815574,0.2199982122200777
2.3900000136255266,872,0.23178100446693162,0.95043686470934485,0.081901063374790917,0.67423169104063385,0.21453450591828793
2.3999999844136446,878,0.30468528761131763,1.2078060427276649,0.099435998328717745,0.75840012496927134,0.26609387439129017
2.4099999692871736,783,0.21315362434451085,0.79801613764838619,0.074044301670210477,0.53911269923935312,0.20413673818225733
