time_s,radiating_area_fraction,contact_area_fraction,effective_contact_area_m2,coupled_wall_area_m2
1.5099999951214076,1,0,0,0.00041520124241005652
1.5200000254848507,0.86928242701869884,0.13071757298130116,5.4274098706663478e-05,0.00041520124241005652
1.5300000011460491,0.56623985246626085,0.43376014753373915,0.00018009775216397791,0.00041520124241005652
1.5400000137899728,0.40547909743634258,0.59452090256365742,0.00024684581738317871,0.00041520124241005652
1.5500000324527383,0.4119722634232541,0.5880277365767459,0.00024414984679823834,0.00041520124241005652
1.5599999975182131,0.43297144360314521,0.56702855639685479,0.00023543096109795492,0.00041520124241005652
1.5700000138629662,0.44278310313264146,0.55721689686735854,0.00023135714787120358,0.00041520124241005652
1.5799999842297094,0.45764442852388576,0.54235557147611424,0.00022518670710489885,0.00041520124241005652
1.59000000265953,0.47473714139200007,0.52526285860799993,0.00021808979148589942,0.00041520124241005652
1.6000000221555766,0.48106741621350779,0.51893258378649221,0.00021546145351521233,0.00041520124241005652
1.6099999973662908,0.49327493503747477,0.50672506496252523,0.00021039287653275708,0.00041520124241005652
1.6199999835647318,0.5165613014303625,0.48343869856963756,0.00020072434827521433,0.00041520124241005652
1.6299999917980879,0.53805905003359866,0.46194094996640134,0.00019179845634613159,0.00041520124241005652
1.6399999731926767,0.5487388935216897,0.45126110647831036,0.00018736417206113127,0.00041520124241005652
1.6499999831239105,0.55233478080031517,0.44766521919968488,0.00018587115519547946,0.00041520124241005652
1.6599999756720412,0.57446431350849902,0.42553568649150098,0.00017668294572108752,0.00041520124241005652
1.6699999658114617,0.59005685954133102,0.40994314045866898,0.00017020890123591967,0.00041520124241005652
1.6799999890663206,0.5885457280740215,0.4114542719259785,0.00017083632489859151,0.00041520124241005652
1.6899999913565775,0.57833588528500313,0.42166411471499693,0.00017507546430940333,0.00041520124241005652
1.7000000170528173,0.58681541404797111,0.41318458595202895,0.00017155475343196721,0.00041520124241005652
1.7100000115737632,0.58591426344290776,0.4140857365570923,0.00017192891228278809,0.00041520124241005652
1.7200000100452284,0.59673563652199046,0.40326436347800954,0.00016743586473577017,0.00041520124241005652
1.7300000225965306,0.59698774129919074,0.40301225870080926,0.00016733119051905911,0.00041520124241005652
1.7399999716705126,0.61214297381012905,0.38785702618987095,0.00016103871915150426,0.00041520124241005652
1.7500000336261319,0.60951764937598596,0.39048235062401404,0.00016212875711828993,0.00041520124241005652
1.7599999751132831,0.60293183621885471,0.39706816378114534,0.00016486319492341135,0.00041520124241005652
1.7700000038023469,0.61498227239297165,0.38501772760702829,0.00015985983885233486,0.00041520124241005652
1.7799999765040364,0.61812747061271434,0.38187252938728566,0.00015855394864387181,0.00041520124241005652
1.789999969944541,0.62634390592060019,0.37365609407939987,0.00015514247449585579,0.00041520124241005652
1.7999999694199884,0.63030290956545754,0.36969709043454252,0.00015349869126380508,0.00041520124241005652
1.8099999947099925,0.64458226731764201,0.35541773268235799,0.00014756988418428038,0.00041520124241005652
1.8199999938272469,0.63422920896867663,0.36577079103132337,0.00015186848687351461,0.00041520124241005652
1.82999997029696,0.64206630696665701,0.35793369303334305,0.00014861451404786383,0.00041520124241005652
