r_m,cpu_pressure_pa,cpu_mach,tadmor_pressure_pa,tadmor_mach,kurganov_pressure_pa,kurganov_mach,hlle_pressure_pa,hlle_mach,hllc_pressure_pa,hllc_mach,roe_pressure_pa,roe_mach,hllem_pressure_pa,hllem_mach,hllc_adc_pressure_pa,hllc_adc_mach,slau2_pressure_pa,slau2_mach,slau2_2_pressure_pa,slau2_2_mach
0.0174597364017,88416.2941226,3.02521434276265,89654.145221884,2.9477742380605,86363.483265396,3.01105732968319,86356.762609782,3.01136896895021,86653.191566149,3.00636907573122,86095.201168879,3.01998284974035,86258.670181076,3.02017451907732,86663.414625758,3.006722736739,88082.698673636,2.98669628431035,88115.755318238,2.98714857787385
0.0176142384937,88412.7828996,3.02513511104183,89648.721889342,2.94778259285477,86362.693398915,3.01095469842613,86356.029173658,3.01126647027444,86656.903654985,3.00625708341632,86086.399602585,3.02036703587386,86261.420849172,3.0200348129783,86670.526691658,3.00653734616987,88057.40596413,2.98778286130828,88079.924500864,2.98814711117479
0.0177687405858,88409.2716766,3.02505722786143,89643.2985568,2.94779153541853,86361.903532434,3.01085266162411,86355.295737534,3.01116456607801,86660.61574382,3.00614569544714,86077.598036291,3.02075189091733,86264.171517269,3.01989569831767,86677.638757557,3.00635258470553,88032.113254625,2.9888704470987,88044.093683491,2.98914674802155
0.0179232426778,88405.7604536,3.02498069326295,89637.875224259,2.94780106585897,86361.113665953,3.01075121934582,86354.56230141,3.01106325643001,86664.327832656,3.00603491172424,86068.796469996,3.02113741497438,86266.922185366,3.01975717506456,86684.750823456,3.00616845224681,88006.820545119,2.98995904227792,88008.262866117,2.9901474894865
0.0180777447699,88402.2492306,3.02490550723685,89632.451891717,2.94781118428345,86360.323799472,3.01065037165964,86353.828865286,3.01096254139964,86668.039921491,3.00592473214836,86059.994903702,3.02152360814828,86269.672853463,3.01961924318779,86691.862889356,3.0059849486942,87981.527835613,2.99104864744264,87972.432048743,2.99114933664276
0.0182322468619,88402.4599047,3.02486977472637,89630.063650941,2.94776225214319,86360.122644344,3.01055391185558,86353.636271022,3.01086584123273,86670.364951809,3.00592217070826,86051.427905595,3.0218135217887,86271.824386037,3.01948832664642,86692.993459101,3.00597668236612,87974.34956024,2.99148260067283,87966.621904963,2.9913988618109
0.018386748954,88408.8028001,3.02489775142698,89632.702810693,2.94761515818299,86360.898119282,3.01046447456656,86354.340579074,3.010775545482,86670.280009491,3.00610240361486,86043.200549014,3.02194168332566,86272.9564301,3.01936906587494,86683.969573653,3.00626466447507,87997.120410601,2.99082528317702,88010.629994533,2.9903956386067
0.018541251046,88415.1456955,3.02492582289049,89635.341970445,2.94746861808762,86361.673594219,3.01037559911987,86355.044887127,3.01068581167993,86670.195067174,3.00628321675821,86034.973192433,3.02207038379026,86274.088474163,3.01925036948295,86674.945688206,3.00655324033061,88019.891260962,2.99016869887805,88054.638084104,2.98939364354889
0.0186957531381,88421.488591,3.02495398909994,89637.981130197,2.94732263191559,86362.449069157,3.01028728558629,86355.74919518,3.01059663989719,86670.110124857,3.00646461016498,86026.745835852,3.0221996233757,86275.220518225,3.01913223739323,86665.921802758,3.00684241013803,88042.662111323,2.98951284766993,88098.646173674,2.98839287543337
0.0188502552301,88427.8314864,3.02498225005296,89640.620289949,2.94717719972486,86363.224544094,3.01019953403652,86356.453503233,3.01050803020404,86670.02518254,3.00664658386116,86018.518479271,3.02232940227534,86276.352562288,3.01901466952788,86656.89791731,3.00713217410186,88065.432961684,2.98885772944675,88142.654263244,2.98739333305838
0.0190047573222,88434.1743818,3.02501060575733,89643.259449701,2.94703232157339,86364.000019032,3.01011234454066,86357.157811286,3.01041998267061,86669.940240222,3.00682913787288,86010.29112269,3.02245972068229,86277.48460635,3.01889766580879,86647.874031863,3.00742253242668,88088.203812045,2.9882033441024,88186.662352815,2.98639501522333
0.0191592594142,88440.5172773,3.02503905621171,89645.898609454,2.94688799751876,86364.775493969,3.01002571716894,86357.862119339,3.01033249736644,86669.855297905,3.00701227222538,86002.06376611,3.02259057878946,86278.616650413,3.01878122615781,86638.850146415,3.00771348531694,88110.974662406,2.98754969153068,88230.670442385,2.9853979207296
0.0193137615063,88434.6016064,3.02506087434365,89643.753923674,2.94680788478631,86363.752933118,3.00992395356823,86356.824982763,3.0102303496195,86672.159238309,3.0070468650976,85986.690997124,3.02295251410858,86279.300561573,3.01865279980322,86638.577081866,3.00775404303286,88128.650829494,2.98700518318824,88271.815860281,2.98442453539447
0.0194682635983,88413.4635843,3.02507445070577,89635.668789796,2.94680740838872,86360.497620769,3.00980329018941,86353.625368036,3.01010989034792,86677.429627718,3.00689689775008,85962.445251105,3.02360149336714,86279.427993595,3.01850937729251,86649.170546559,3.00748358428164,88140.00055871,2.98659594810654,88309.406491051,2.98348023537938
0.0196227656904,88392.3255622,3.02508814532564,89627.583655917,2.94680753389966,86357.242308419,3.0096832331833,86350.425753309,3.00999003747758,86682.700017127,3.00674755882128,85938.199505087,3.02425132974573,86279.555425616,3.01836655327117,86659.764011251,3.007213804767,88151.350287926,2.98618733251226,88346.997121821,2.98253707322447
0.0197772677824,88371.1875401,3.02510195820716,89619.498522039,2.94680826145509,86353.986996069,3.00956378264179,86347.226138583,3.00987079110117,86687.970406536,3.00659884816995,85913.953759068,3.02490202369251,86279.682857637,3.01822432769184,86670.357475944,3.00694470434487,88162.700017141,2.98577933650932,88384.587752592,2.98159504803022
0.0199317698745,88350.049518,3.02511588935418,89611.413388161,2.94680959119015,86350.73168372,3.00944493865687,86344.026523856,3.00975215131075,86693.240795945,3.00645076565371,85889.708013049,3.02555357565596,86279.810289659,3.01808270050753,86680.950940637,3.00667628287072,88174.049746357,2.98537196020089,88422.178383362,2.98065415889826
0.0200862719665,88328.9114959,3.02512993877064,89603.328254283,2.94681152324011,86347.47637137,3.00932670131974,86340.82690913,3.00963411819831,86698.511185354,3.00630331113057,85865.462267031,3.02620598608436,86279.93772168,3.01794167167045,86691.54440533,3.00640854019941,88185.399475573,2.98496520369033,88459.769014132,2.97971440493076
0.0202407740586,88307.7734738,3.02514410646977,89595.243120405,2.94681405773991,86344.221059021,3.00920907072194,86337.627294403,3.0095166918555,86703.781574762,3.00615648445774,85841.216521012,3.02685925542616,86280.065153701,3.01780124113299,86702.137870023,3.0061414761857,88196.749204788,2.98455906708063,88497.359644903,2.97877578523122
0.0203952761506,88319.5962055,3.0250795878443,89594.21503528,2.94668467210298,86342.817982881,3.00909776394112,86336.182243734,3.00940464838719,86697.623044896,3.0063914448392,85839.320027019,3.02684935298348,86279.613270469,3.01769176241393,86689.264271853,3.00641401711147,88206.915611321,2.98468791725436,88497.819170854,2.97914922457552
